[2026-04-04 11:47:38] Unknown Attack (Anomaly) | 192.168.1.219 → 10.0.0.27 | conf=0.6 | Isolation Forest (override)
[2026-04-06 09:55:28] [LOW] Suspicious Activity | 10.17.8.92 → 23.64.59.123 | conf=0.527 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:29] [LOW] Suspicious Activity | 10.17.8.92 → 13.225.5.99 | conf=0.54 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:31] [LOW] Suspicious Activity | 10.17.8.92 → 104.18.50.184 | conf=0.529 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:33] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.541 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:34] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.213.133 | conf=0.512 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:34] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.213.133 | conf=0.509 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:34] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.213.133 | conf=0.542 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:35] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.213.133 | conf=0.509 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:35] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.213.133 | conf=0.542 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:35] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.213.133 | conf=0.542 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:35] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.213.133 | conf=0.512 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:35] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.213.133 | conf=0.509 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:35] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.213.133 | conf=0.509 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:35] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.213.133 | conf=0.509 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:36] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.213.133 | conf=0.509 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:36] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.213.133 | conf=0.509 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:36] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.213.133 | conf=0.509 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:36] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.213.133 | conf=0.509 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:36] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.213.133 | conf=0.509 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:37] [LOW] Suspicious Activity | 10.17.8.92 → 162.159.61.3 | conf=0.525 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:37] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.561 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:37] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.213.133 | conf=0.541 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:37] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.568 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:38] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.562 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:38] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.565 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:38] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.561 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:38] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.561 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:39] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.561 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:39] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.561 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:39] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.561 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:40] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.561 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:40] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.56 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:40] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.56 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:40] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.56 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:40] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.56 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:41] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.566 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:41] [LOW] Suspicious: DoS/DDoS | 199.232.213.133 → 10.17.8.92 | conf=0.631 | Hybrid (IF anomaly + RF hints DoS/DDoS) | action=Logged | reason=High packet rate with flood patterns → denial-of-service attempt | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:41] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.525 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:41] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.527 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:41] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.213.133 | conf=0.518 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:42] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.213.133 | conf=0.518 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:42] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.546 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:42] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.564 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:42] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.532 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:42] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.531 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:42] [LOW] Suspicious Activity | 199.232.213.133 → 10.17.8.92 | conf=0.564 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:45] [LOW] Suspicious Activity | 10.17.8.92 → 23.11.39.161 | conf=0.587 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:46] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.210.172 | conf=0.537 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:46] [LOW] Suspicious Activity | 10.17.8.92 → 23.11.39.161 | conf=0.522 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:51] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.210.172 | conf=0.539 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:51] [LOW] Suspicious Activity | 10.17.8.92 → 204.79.197.203 | conf=0.523 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:53] [LOW] Suspicious Activity | 10.17.8.92 → 142.250.70.99 | conf=0.561 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:53] [LOW] Suspicious Activity | 10.17.8.92 → 23.37.85.99 | conf=0.511 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:53] [LOW] Suspicious Activity | 10.17.8.92 → 23.11.39.161 | conf=0.593 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:53] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.210.172 | conf=0.557 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:59] [LOW] Suspicious Activity | 10.17.8.92 → 10.17.5.27 | conf=0.525 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:59] [LOW] Suspicious Activity | 10.17.8.92 → 10.17.6.13 | conf=0.528 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:59] [LOW] Suspicious Activity | 10.17.8.92 → 10.17.7.4 | conf=0.534 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:59] [LOW] Suspicious Activity | 10.17.8.92 → 10.17.5.76 | conf=0.526 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:59] [LOW] Suspicious Activity | 10.17.8.92 → 10.17.6.18 | conf=0.534 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:00] [LOW] Suspicious Activity | 10.17.8.92 → 10.17.14.3 | conf=0.538 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:00] [LOW] Suspicious Activity | 10.17.8.92 → 10.17.2.102 | conf=0.522 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:00] [LOW] Suspicious Activity | 10.17.8.92 → 10.17.5.255 | conf=0.525 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:00] [LOW] Suspicious Activity | 10.17.8.92 → 10.17.2.111 | conf=0.522 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:01] [LOW] Suspicious Activity | 10.17.8.92 → 10.17.4.201 | conf=0.522 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:01] [LOW] Suspicious Activity | 10.17.8.92 → 10.17.16.73 | conf=0.531 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:01] [LOW] Suspicious Activity | 10.17.8.92 → 10.17.2.66 | conf=0.548 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:01] [LOW] Suspicious Activity | 10.17.8.92 → 10.17.1.179 | conf=0.53 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:02] [LOW] Suspicious Activity | 10.17.8.92 → 216.137.52.79 | conf=0.628 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:04] [LOW] Suspicious Activity | 10.17.8.92 → 10.17.5.255 | conf=0.553 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:05] [LOW] Suspicious Activity | 10.17.8.92 → 103.10.5.131 | conf=0.537 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:05] [LOW] Suspicious Activity | 10.17.8.92 → 20.198.2.181 | conf=0.551 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:06] [LOW] Suspicious Activity | 10.17.8.92 → 20.190.145.141 | conf=0.545 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:09] [LOW] Suspicious Activity | 20.72.205.209 → 10.17.8.92 | conf=0.548 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:10] [LOW] Suspicious Activity | 10.17.8.92 → 20.72.205.209 | conf=0.527 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:13] [LOW] Suspicious Activity | 10.17.8.92 → 216.137.52.79 | conf=0.606 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:13] [LOW] Suspicious Activity | 10.17.8.92 → 54.245.152.225 | conf=0.567 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:13] [LOW] Suspicious Activity | 10.17.8.92 → 54.245.152.225 | conf=0.552 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:14] [LOW] Suspicious Activity | 10.17.8.92 → 216.137.52.79 | conf=0.515 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:15] [LOW] Suspicious Activity | 10.17.8.92 → 35.155.108.0 | conf=0.563 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:15] [LOW] Suspicious Activity | 10.17.8.92 → 35.155.108.0 | conf=0.531 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:16] [LOW] Suspicious Activity | 10.17.8.92 → 54.191.236.175 | conf=0.553 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:16] [LOW] Suspicious Activity | 10.17.8.92 → 54.191.236.175 | conf=0.533 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:16] [LOW] Suspicious Activity | 10.17.8.92 → 142.251.221.227 | conf=0.558 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:19] [LOW] Suspicious Activity | 10.17.8.92 → 20.189.173.7 | conf=0.571 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:19] [LOW] Suspicious Activity | 10.17.8.92 → 20.189.173.7 | conf=0.567 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:20] [LOW] Suspicious Activity | 10.17.8.92 → 20.189.173.7 | conf=0.567 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:20] [LOW] Suspicious Activity | 10.17.8.92 → 20.189.173.7 | conf=0.567 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:20] [LOW] Suspicious Activity | 10.17.8.92 → 16.147.167.133 | conf=0.552 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:21] [LOW] Suspicious Activity | 10.17.8.92 → 16.147.167.133 | conf=0.528 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:21] [LOW] Suspicious Activity | 10.17.8.92 → 20.189.173.7 | conf=0.508 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:21] [LOW] Suspicious Activity | 10.17.8.92 → 20.189.173.7 | conf=0.508 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:21] [LOW] Suspicious Activity | 10.17.8.92 → 20.189.173.7 | conf=0.508 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:21] [LOW] Suspicious Activity | 10.17.8.92 → 20.189.173.7 | conf=0.508 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:23] [LOW] Suspicious Activity | 10.17.8.92 → 3.174.255.16 | conf=0.582 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:25] [LOW] Suspicious Activity | 10.17.8.92 → 34.234.128.160 | conf=0.581 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:28] [LOW] Suspicious Activity | 10.17.8.92 → 54.191.236.175 | conf=0.553 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:29] [LOW] Suspicious Activity | 10.17.8.92 → 54.191.236.175 | conf=0.531 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:45] [LOW] Suspicious Activity | 10.17.8.92 → 16.147.167.133 | conf=0.551 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:56:46] [LOW] Suspicious Activity | 10.17.8.92 → 16.147.167.133 | conf=0.519 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:57:09] [LOW] Suspicious Activity | 10.17.8.92 → 40.74.79.222 | conf=0.575 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:57:12] [LOW] Suspicious Activity | 10.17.8.92 → 150.171.28.10 | conf=0.644 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:57:12] [LOW] Suspicious Activity | 10.17.8.92 → 150.171.28.10 | conf=0.531 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:57:12] [LOW] Suspicious Activity | 10.17.8.92 → 150.171.28.10 | conf=0.535 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:57:12] [LOW] Suspicious Activity | 10.17.8.92 → 150.171.28.10 | conf=0.534 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:57:12] [LOW] Suspicious Activity | 10.17.8.92 → 150.171.28.10 | conf=0.533 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:57:12] [LOW] Suspicious Activity | 150.171.28.10 → 10.17.8.92 | conf=0.609 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:57:13] [LOW] Suspicious Activity | 10.17.8.92 → 104.91.59.97 | conf=0.539 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:57:15] [LOW] Suspicious Activity | 10.17.8.92 → 13.107.13.93 | conf=0.541 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:57:16] [LOW] Suspicious Activity | 10.17.8.92 → 40.74.79.222 | conf=0.506 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:57:16] [LOW] Suspicious Activity | 40.74.79.222 → 10.17.8.92 | conf=0.52 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:57:17] [LOW] Suspicious Activity | 10.17.8.92 → 23.37.86.104 | conf=0.571 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:57:18] [LOW] Suspicious Activity | 10.17.8.92 → 23.37.86.104 | conf=0.606 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
